column1,column2,record_id,client_id,purchase_ref,purchase_date,dispatch_date,delivery_mode,item_code,item_title,main_group,sub_group,revenue,total_amount,earnings,units_sold,rebate,postal_code,nation,town,province,zone,client_type,column3,column4,column5,product_subcategory,profit
3943,8916,,,CA-2019-102610,11/4/2019 0:00,11/8/2019 0:00,Regular Delivery,OFF-BI-10004364,Storex Dura Pro Binders,Work Essentials,,3.564,0.594,,2,0.7,37421.0,United States,Chattanooga,Tennessee,South,Individual Buyer,8913.0,CA-12265,245.0,Binders,-2.97
3944,8917,,,CA-2019-102610,11/4/2019 0:00,11/8/2019 0:00,Regular Delivery,OFF-LA-10002195,Avery 481,Work Essentials,,4.928,6.6528,,2,0.2,37421.0,United States,Chattanooga,Tennessee,South,Individual Buyer,8914.0,CA-12265,245.0,Labels,1.7248
3945,8918,,,US-2018-144057,5/9/2018 0:00,5/13/2018 0:00,Regular Delivery,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Work Essentials,,856.656,963.738,,6,0.2,78745.0,United States,Austin,Texas,Central,Business Account,8915.0,CV-12805,52.0,Storage,107.082
3946,8919,,,US-2018-144057,5/9/2018 0:00,5/13/2018 0:00,Regular Delivery,OFF-BI-10002852,Ibico Standard Transparent Covers,Work Essentials,,13.184,-7.2512,,4,0.8,78745.0,United States,Austin,Texas,Central,Business Account,8916.0,CV-12805,52.0,Binders,-20.4352
3947,8920,,,US-2018-144057,5/9/2018 0:00,5/13/2018 0:00,Regular Delivery,OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,Work Essentials,,48.784,-82.9328,,4,0.8,78745.0,United States,Austin,Texas,Central,Business Account,8917.0,CV-12805,52.0,Appliances,-131.7168
3948,8921,,,US-2018-144057,5/9/2018 0:00,5/13/2018 0:00,Regular Delivery,OFF-PA-10004327,Xerox 1911,Work Essentials,,76.64,103.464,,2,0.2,78745.0,United States,Austin,Texas,Central,Business Account,8918.0,CV-12805,52.0,Paper,26.824
3949,8922,,,US-2018-144057,5/9/2018 0:00,5/13/2018 0:00,Regular Delivery,OFF-BI-10002353,GBC VeloBind Cover Sets,Work Essentials,,18.528,-9.264,,6,0.8,78745.0,United States,Austin,Texas,Central,Business Account,8919.0,CV-12805,52.0,Binders,-27.792
3950,8923,,,CA-2016-160276,4/2/2016 0:00,4/8/2016 0:00,Regular Delivery,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,Workspace Fixtures,,177.68,223.8768,,2,0.0,23464.0,United States,Virginia Beach,Virginia,South,Business Account,8920.0,AH-10690,707.0,Furnishings,46.1968
3951,8924,,,CA-2016-132983,4/28/2016 0:00,5/3/2016 0:00,Regular Delivery,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,Digital Equipment,,159.98,217.5728,,2,0.0,14701.0,United States,Jamestown,New York,East,Business Account,8921.0,DS-13180,104.0,Accessories,57.5928
3952,8925,,,CA-2018-145709,10/4/2018 0:00,10/8/2018 0:00,Regular Delivery,TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,Digital Equipment,,52.68,72.435,,3,0.2,33134.0,United States,Coral Gables,Florida,South,Business Account,8922.0,AH-10690,707.0,Phones,19.755
3953,8926,,,CA-2018-145709,10/4/2018 0:00,10/8/2018 0:00,Regular Delivery,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Workspace Fixtures,,11.568,14.1708,,3,0.2,33134.0,United States,Coral Gables,Florida,South,Business Account,8923.0,AH-10690,707.0,Furnishings,2.6028
3954,8927,,,CA-2019-133928,6/11/2019 0:00,6/17/2019 0:00,Regular Delivery,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Work Essentials,,4.572,0.762,,4,0.7,28601.0,United States,Hickory,North Carolina,South,Individual Buyer,8924.0,ZC-21910,234.0,Binders,-3.81
3955,8928,,,CA-2018-168032,1/30/2018 0:00,2/3/2018 0:00,Regular Delivery,TEC-PH-10004241,Nokia Lumia 1020,Digital Equipment,,1439.968,1583.9648,,4,0.2,61107.0,United States,Rockford,Illinois,Central,Individual Buyer,8925.0,DF-13135,651.0,Phones,143.9968
3956,8929,,,CA-2018-168032,1/30/2018 0:00,2/3/2018 0:00,Regular Delivery,OFF-BI-10000546,Avery Durable Binders,Work Essentials,,1.728,-0.9504,,3,0.8,61107.0,United States,Rockford,Illinois,Central,Individual Buyer,8926.0,DF-13135,651.0,Binders,-2.6784
3957,8930,,,CA-2018-168032,1/30/2018 0:00,2/3/2018 0:00,Regular Delivery,FUR-TA-10004256,Bretford âJust In Timeâ Height-Adjustable Multi-Task Work Tables,Workspace Fixtures,,626.1,87.654,,3,0.5,61107.0,United States,Rockford,Illinois,Central,Individual Buyer,8927.0,DF-13135,651.0,Tables,-538.446
3958,8931,,,CA-2017-143616,9/27/2017 0:00,9/29/2017 0:00,Priority Shipping,OFF-AR-10002067,Newell 334,Work Essentials,,99.2,124.992,,5,0.0,98103.0,United States,Seattle,Washington,West,Business Account,8928.0,SS-20140,165.0,Art,25.792
3959,8932,,,US-2017-168704,4/13/2017 0:00,4/17/2017 0:00,Regular Delivery,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Workspace Fixtures,,609.98,496.698,,4,0.3,77340.0,United States,Huntsville,Texas,Central,Individual Buyer,8929.0,FP-14320,225.0,Tables,-113.282
3960,8933,,,US-2017-168704,4/13/2017 0:00,4/17/2017 0:00,Regular Delivery,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Workspace Fixtures,,211.372,166.078,,2,0.3,77340.0,United States,Huntsville,Texas,Central,Individual Buyer,8930.0,FP-14320,225.0,Tables,-45.294
3961,8934,,,US-2017-168704,4/13/2017 0:00,4/17/2017 0:00,Regular Delivery,TEC-PH-10001061,Apple iPhone 5C,Digital Equipment,,239.976,257.9742,,3,0.2,77340.0,United States,Huntsville,Texas,Central,Individual Buyer,8931.0,FP-14320,225.0,Phones,17.9982
3962,8935,,,CA-2019-143252,12/18/2019 0:00,12/24/2019 0:00,Regular Delivery,FUR-FU-10001057,Tensor Track Tree Floor Lamp,Workspace Fixtures,,99.95,122.9385,,5,0.0,53209.0,United States,Milwaukee,Wisconsin,Central,Business Account,8932.0,HE-14800,786.0,Furnishings,22.9885
3963,8936,,,CA-2019-143252,12/18/2019 0:00,12/24/2019 0:00,Regular Delivery,TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Digital Equipment,,29.34,40.1958,,3,0.0,53209.0,United States,Milwaukee,Wisconsin,Central,Business Account,8933.0,HE-14800,786.0,Accessories,10.8558
3964,8937,,,CA-2018-102134,3/14/2018 0:00,3/19/2018 0:00,Regular Delivery,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Workspace Fixtures,,16.74,21.0924,,2,0.0,54302.0,United States,Green Bay,Wisconsin,Central,Business Account,8934.0,SP-20545,260.0,Furnishings,4.3524
3965,8938,,,CA-2019-130036,8/27/2019 0:00,8/27/2019 0:00,Instant Dispatch,OFF-PA-10000528,Xerox 1981,Work Essentials,,12.672,16.632,,3,0.2,19120.0,United States,Philadelphia,Pennsylvania,East,Business Account,8935.0,BP-11185,131.0,Paper,3.96
3966,8939,,,CA-2019-130036,8/27/2019 0:00,8/27/2019 0:00,Instant Dispatch,TEC-AC-10001908,Logitech Wireless Headset h800,Digital Equipment,,1119.888,1329.867,,14,0.2,19120.0,United States,Philadelphia,Pennsylvania,East,Business Account,8936.0,BP-11185,131.0,Accessories,209.979
3967,8940,,,CA-2017-134117,12/17/2017 0:00,12/19/2017 0:00,Priority Shipping,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Work Essentials,,204.85,258.111,,5,0.0,90008.0,United States,Los Angeles,California,West,Individual Buyer,8937.0,PG-18895,39.0,Art,53.261
3968,8941,,,CA-2017-134117,12/17/2017 0:00,12/19/2017 0:00,Priority Shipping,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Digital Equipment,,135.984,152.982,,2,0.2,90008.0,United States,Los Angeles,California,West,Individual Buyer,8938.0,PG-18895,39.0,Phones,16.998
3969,8942,,,CA-2017-134117,12/17/2017 0:00,12/19/2017 0:00,Priority Shipping,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Work Essentials,,16.4,23.452,,5,0.0,90008.0,United States,Los Angeles,California,West,Individual Buyer,8939.0,PG-18895,39.0,Art,7.052
3970,8943,,,CA-2017-134117,12/17/2017 0:00,12/19/2017 0:00,Priority Shipping,OFF-BI-10002026,Avery Arch Ring Binders,Work Essentials,,92.96,124.334,,2,0.2,90008.0,United States,Los Angeles,California,West,Individual Buyer,8940.0,PG-18895,39.0,Binders,31.374
3971,8944,,,CA-2016-130918,8/22/2016 0:00,8/24/2016 0:00,Priority Shipping,OFF-SU-10003936,Acme Serrated Blade Letter Opener,Work Essentials,,7.632,5.8194,,3,0.2,33161.0,United States,North Miami,Florida,South,Individual Buyer,8941.0,JP-15520,188.0,Supplies,-1.8126
3972,8945,,,CA-2018-159023,11/3/2018 0:00,11/5/2018 0:00,Express Delivery,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Work Essentials,,4.158,0.693,,7,0.7,97206.0,United States,Portland,Oregon,West,Individual Buyer,8942.0,NW-18400,509.0,Binders,-3.465
3973,8946,,,CA-2018-159023,11/3/2018 0:00,11/5/2018 0:00,Express Delivery,TEC-MA-10003337,Okidata B401 Printer,Digital Equipment,,179.991,-71.9964,,3,0.7,97206.0,United States,Portland,Oregon,West,Individual Buyer,8943.0,NW-18400,509.0,Machines,-251.9874
3974,8947,,,CA-2019-111717,10/10/2019 0:00,10/16/2019 0:00,Regular Delivery,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,Workspace Fixtures,,239.358,191.4864,,3,0.3,60505.0,United States,Aurora,Illinois,Central,Individual Buyer,8944.0,SW-20245,574.0,Chairs,-47.8716
3975,8948,,,CA-2016-154592,12/7/2016 0:00,12/8/2016 0:00,Express Delivery,OFF-PA-10000062,Green Bar Computer Printout Paper,Work Essentials,,164.88,245.6712,,3,0.0,94109.0,United States,San Francisco,California,West,Remote Workspace,8945.0,EH-14005,383.0,Paper,80.7912
3976,8949,,,CA-2016-128622,11/15/2016 0:00,11/17/2016 0:00,Priority Shipping,OFF-SU-10001574,Acme Value Line Scissors,Work Essentials,,10.95,14.235,,3,0.0,94110.0,United States,San Francisco,California,West,Business Account,8946.0,SC-20260,610.0,Supplies,3.285
3977,8950,,,CA-2019-148355,12/24/2019 0:00,12/28/2019 0:00,Regular Delivery,OFF-PA-10001972,Xerox 214,Work Essentials,,19.44,28.7712,,3,0.0,2740.0,United States,New Bedford,Massachusetts,East,Business Account,8947.0,NC-18535,715.0,Paper,9.3312
3978,8951,,,CA-2019-148355,12/24/2019 0:00,12/28/2019 0:00,Regular Delivery,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Work Essentials,,12.3,18.45,,5,0.0,2740.0,United States,New Bedford,Massachusetts,East,Business Account,8948.0,NC-18535,715.0,Binders,6.15
3979,8952,,,CA-2016-132913,12/24/2016 0:00,12/26/2016 0:00,Express Delivery,OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,Work Essentials,,13.97,17.6022,,1,0.0,92037.0,United States,San Diego,California,West,Individual Buyer,8949.0,AS-10090,549.0,Appliances,3.6322
3980,8953,,,CA-2019-150910,12/22/2019 0:00,12/28/2019 0:00,Regular Delivery,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Workspace Fixtures,,934.956,685.6344,,6,0.4,38301.0,United States,Jackson,Tennessee,South,Individual Buyer,8950.0,JL-15130,692.0,Tables,-249.3216
3981,8954,,,CA-2019-150910,12/22/2019 0:00,12/28/2019 0:00,Regular Delivery,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Digital Equipment,,46.864,54.4794,,2,0.2,38301.0,United States,Jackson,Tennessee,South,Individual Buyer,8951.0,JL-15130,692.0,Accessories,7.6154
3982,8955,,,CA-2019-150910,12/22/2019 0:00,12/28/2019 0:00,Regular Delivery,OFF-ST-10000918,Crate-A-Files,Work Essentials,,26.16,28.122,,3,0.2,38301.0,United States,Jackson,Tennessee,South,Individual Buyer,8952.0,JL-15130,692.0,Storage,1.962
3983,8956,,,CA-2019-150910,12/22/2019 0:00,12/28/2019 0:00,Regular Delivery,OFF-AR-10001419,Newell 325,Work Essentials,,23.128,26.019,,7,0.2,38301.0,United States,Jackson,Tennessee,South,Individual Buyer,8953.0,JL-15130,692.0,Art,2.891
3984,8957,,,CA-2019-150910,12/22/2019 0:00,12/28/2019 0:00,Regular Delivery,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Work Essentials,,59.24,75.531,,5,0.2,38301.0,United States,Jackson,Tennessee,South,Individual Buyer,8954.0,JL-15130,692.0,Appliances,16.291
3985,8958,,,CA-2016-156790,8/8/2016 0:00,8/10/2016 0:00,Priority Shipping,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Workspace Fixtures,,155.456,147.6832,,4,0.2,32216.0,United States,Jacksonville,Florida,South,Individual Buyer,8955.0,VG-21790,365.0,Bookcases,-7.7728
3986,8959,,,CA-2016-126480,9/20/2016 0:00,9/24/2016 0:00,Regular Delivery,OFF-PA-10004610,Xerox 1900,Work Essentials,,8.56,12.412,,2,0.0,92024.0,United States,San Diego,California,West,Business Account,8956.0,HG-14965,429.0,Paper,3.852
3987,8960,,,CA-2019-105620,12/25/2019 0:00,12/28/2019 0:00,Express Delivery,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Workspace Fixtures,,21.0,26.775,,3,0.2,33012.0,United States,Hialeah,Florida,South,Individual Buyer,8957.0,JH-15430,372.0,Furnishings,5.775
3988,8961,,,CA-2019-105620,12/25/2019 0:00,12/28/2019 0:00,Express Delivery,TEC-MA-10004626,Lexmark 20R1285 X6650 Wireless All-in-One Printer,Digital Equipment,,120.0,112.8,,2,0.5,33012.0,United States,Hialeah,Florida,South,Individual Buyer,8958.0,JH-15430,372.0,Machines,-7.2
3989,8962,,,CA-2019-150266,11/25/2019 0:00,11/30/2019 0:00,Regular Delivery,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless BluetoothÂ HeadsetÂ with,Digital Equipment,,299.96,337.455,,5,0.2,77070.0,United States,Houston,Texas,Central,Individual Buyer,8959.0,RO-19780,198.0,Phones,37.495
3990,8963,,,CA-2019-150266,11/25/2019 0:00,11/30/2019 0:00,Regular Delivery,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Work Essentials,,67.84,-111.936,,5,0.8,77070.0,United States,Houston,Texas,Central,Individual Buyer,8960.0,RO-19780,198.0,Appliances,-179.776
3991,8964,,,CA-2019-150266,11/25/2019 0:00,11/30/2019 0:00,Regular Delivery,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Workspace Fixtures,,853.93,829.532,,5,0.3,77070.0,United States,Houston,Texas,Central,Individual Buyer,8961.0,RO-19780,198.0,Chairs,-24.398
3992,8965,,,CA-2019-150266,11/25/2019 0:00,11/30/2019 0:00,Regular Delivery,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,Work Essentials,,18.688,22.4256,,4,0.2,77070.0,United States,Houston,Texas,Central,Individual Buyer,8962.0,RO-19780,198.0,Art,3.7376
3993,8966,,,CA-2018-157280,11/5/2018 0:00,11/7/2018 0:00,Express Delivery,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Workspace Fixtures,,273.96,345.1896,,2,0.0,23464.0,United States,Virginia Beach,Virginia,South,Individual Buyer,8963.0,LW-17125,753.0,Furnishings,71.2296
3994,8967,,,CA-2018-157280,11/5/2018 0:00,11/7/2018 0:00,Express Delivery,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Digital Equipment,,89.97,108.8637,,3,0.0,23464.0,United States,Virginia Beach,Virginia,South,Individual Buyer,8964.0,LW-17125,753.0,Accessories,18.8937
3995,8968,,,CA-2018-157280,11/5/2018 0:00,11/7/2018 0:00,Express Delivery,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Workspace Fixtures,,756.8,832.48,,5,0.0,23464.0,United States,Virginia Beach,Virginia,South,Individual Buyer,8965.0,LW-17125,753.0,Furnishings,75.68
3996,8969,,,CA-2019-106691,11/6/2019 0:00,11/12/2019 0:00,Regular Delivery,OFF-BI-10000145,Zipper Ring Binder Pockets,Work Essentials,,1.248,-0.6864,,2,0.8,77070.0,United States,Houston,Texas,Central,Individual Buyer,8966.0,CC-12370,667.0,Binders,-1.9344
3997,8970,,,CA-2018-134180,11/3/2018 0:00,11/7/2018 0:00,Regular Delivery,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Digital Equipment,,72.0,86.4,,1,0.2,19120.0,United States,Philadelphia,Pennsylvania,East,Remote Workspace,8967.0,JP-16135,656.0,Accessories,14.4
3998,8971,,,CA-2018-134180,11/3/2018 0:00,11/7/2018 0:00,Regular Delivery,FUR-CH-10004886,Bevis Steel Folding Chairs,Workspace Fixtures,,470.155,456.722,,7,0.3,19120.0,United States,Philadelphia,Pennsylvania,East,Remote Workspace,8968.0,JP-16135,656.0,Chairs,-13.433
3999,8972,,,CA-2016-166730,12/30/2016 0:00,1/1/2017 0:00,Express Delivery,OFF-ST-10002554,Tennsco Industrial Shelving,Work Essentials,,39.128,30.3242,,1,0.2,38109.0,United States,Memphis,Tennessee,South,Individual Buyer,8969.0,DD-13570,733.0,Storage,-8.8038
4000,8973,,,CA-2019-157469,12/2/2019 0:00,12/7/2019 0:00,Regular Delivery,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Work Essentials,,19.728,21.4542,,9,0.2,44107.0,United States,Lakewood,Ohio,East,Business Account,8970.0,ES-14080,21.0,Art,1.7262
4001,8974,,,CA-2019-157469,12/2/2019 0:00,12/7/2019 0:00,Regular Delivery,TEC-PH-10004531,AT&T CL2909,Digital Equipment,,151.188,125.99,,2,0.4,44107.0,United States,Lakewood,Ohio,East,Business Account,8971.0,ES-14080,21.0,Phones,-25.198
4002,8975,,,CA-2019-122308,3/24/2019 0:00,3/28/2019 0:00,Regular Delivery,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Workspace Fixtures,,271.764,332.156,,2,0.1,10011.0,United States,New York City,New York,East,Individual Buyer,8972.0,MV-17485,598.0,Chairs,60.392
4003,8976,,,US-2016-149034,11/19/2016 0:00,11/21/2016 0:00,Express Delivery,TEC-AC-10003023,Logitech G105 Gaming Keyboard,Digital Equipment,,47.496,46.3086,,1,0.2,19120.0,United States,Philadelphia,Pennsylvania,East,Individual Buyer,8973.0,RD-19900,77.0,Accessories,-1.1874
4004,8977,,,CA-2019-159226,4/25/2019 0:00,4/27/2019 0:00,Priority Shipping,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Workspace Fixtures,,344.981,373.3912,,7,0.15,90008.0,United States,Los Angeles,California,West,Individual Buyer,8974.0,RL-19615,211.0,Bookcases,28.4102
4005,8978,,,CA-2019-156622,11/23/2019 0:00,11/26/2019 0:00,Express Delivery,OFF-PA-10000477,Xerox 22,Work Essentials,,36.288,48.9888,,7,0.2,75220.0,United States,Dallas,Texas,Central,Business Account,8975.0,JP-15460,688.0,Paper,12.7008
4006,8979,,,CA-2019-156622,11/23/2019 0:00,11/26/2019 0:00,Express Delivery,OFF-PA-10002923,Xerox 1942,Work Essentials,,78.304,107.668,,2,0.2,75220.0,United States,Dallas,Texas,Central,Business Account,8976.0,JP-15460,688.0,Paper,29.364
4007,8980,,,CA-2019-156622,11/23/2019 0:00,11/26/2019 0:00,Express Delivery,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Workspace Fixtures,,127.785,96.7515,,1,0.3,75220.0,United States,Dallas,Texas,Central,Business Account,8977.0,JP-15460,688.0,Tables,-31.0335
4008,8981,,,CA-2019-156622,11/23/2019 0:00,11/26/2019 0:00,Express Delivery,OFF-BI-10003707,Aluminum Screw Posts,Work Essentials,,6.104,-3.052,,2,0.8,75220.0,United States,Dallas,Texas,Central,Business Account,8978.0,JP-15460,688.0,Binders,-9.156
4009,8982,,,CA-2016-119529,11/3/2016 0:00,11/5/2016 0:00,Priority Shipping,OFF-BI-10000546,Avery Durable Binders,Work Essentials,,5.76,8.5824,,2,0.0,7050.0,United States,Orange,New Jersey,East,Business Account,8979.0,DM-13345,665.0,Binders,2.8224
4010,8983,,,CA-2017-150413,10/19/2017 0:00,10/24/2017 0:00,Priority Shipping,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Work Essentials,,1.72,-1.118,,1,0.8,75220.0,United States,Dallas,Texas,Central,Individual Buyer,8980.0,CS-11860,751.0,Binders,-2.838
4011,8984,,,CA-2016-108182,2/6/2016 0:00,2/10/2016 0:00,Priority Shipping,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Work Essentials,,8.952,-5.8188,,2,0.8,60441.0,United States,Romeoville,Illinois,Central,Individual Buyer,8981.0,DL-13315,112.0,Binders,-14.7708
4012,8985,,,CA-2018-110898,3/6/2018 0:00,3/12/2018 0:00,Regular Delivery,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Work Essentials,,2.334,-3.9678,,3,0.8,60623.0,United States,Chicago,Illinois,Central,Individual Buyer,8982.0,LC-16870,49.0,Appliances,-6.3018
4013,8986,,,CA-2018-110898,3/6/2018 0:00,3/12/2018 0:00,Regular Delivery,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Work Essentials,,1.728,-1.0368,,4,0.8,60623.0,United States,Chicago,Illinois,Central,Individual Buyer,8983.0,LC-16870,49.0,Binders,-2.7648
4014,8987,,,CA-2018-110898,3/6/2018 0:00,3/12/2018 0:00,Regular Delivery,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Workspace Fixtures,,159.04,-35.784,,5,0.6,60623.0,United States,Chicago,Illinois,Central,Individual Buyer,8984.0,LC-16870,49.0,Furnishings,-194.824
4015,8988,,,CA-2018-110898,3/6/2018 0:00,3/12/2018 0:00,Regular Delivery,FUR-TA-10000849,Bevis Rectangular Conference Tables,Workspace Fixtures,,145.98,46.7136,,2,0.5,60623.0,United States,Chicago,Illinois,Central,Individual Buyer,8985.0,LC-16870,49.0,Tables,-99.2664
4016,8989,,,CA-2017-123092,12/3/2017 0:00,12/7/2017 0:00,Regular Delivery,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Workspace Fixtures,,77.952,90.6192,,3,0.2,28540.0,United States,Jacksonville,North Carolina,South,Individual Buyer,8986.0,JG-15115,162.0,Furnishings,12.6672
4017,8990,,,CA-2017-123092,12/3/2017 0:00,12/7/2017 0:00,Regular Delivery,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Work Essentials,,95.97,22.393,,5,0.7,28540.0,United States,Jacksonville,North Carolina,South,Individual Buyer,8987.0,JG-15115,162.0,Binders,-73.577
4018,8991,,,CA-2017-123092,12/3/2017 0:00,12/7/2017 0:00,Regular Delivery,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Digital Equipment,,105.584,114.8226,,2,0.2,28540.0,United States,Jacksonville,North Carolina,South,Individual Buyer,8988.0,JG-15115,162.0,Phones,9.2386
4019,8992,,,CA-2017-123092,12/3/2017 0:00,12/7/2017 0:00,Regular Delivery,OFF-AR-10004078,Newell 312,Work Essentials,,9.344,10.512,,2,0.2,28540.0,United States,Jacksonville,North Carolina,South,Individual Buyer,8989.0,JG-15115,162.0,Art,1.168
4020,8993,,,US-2017-128587,12/24/2017 0:00,12/30/2017 0:00,Regular Delivery,FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",Workspace Fixtures,,9.68,13.4552,,2,0.0,65807.0,United States,Springfield,Missouri,Central,Business Account,8990.0,HM-14860,448.0,Furnishings,3.7752
4021,8994,,,US-2017-128587,12/24/2017 0:00,12/30/2017 0:00,Regular Delivery,TEC-CO-10003763,Canon PC1060 Personal Laser Copier,Digital Equipment,,4899.93,7202.8971,,7,0.0,65807.0,United States,Springfield,Missouri,Central,Business Account,8991.0,HM-14860,448.0,Copiers,2302.9671
4022,8995,,,US-2019-139577,10/1/2019 0:00,10/6/2019 0:00,Regular Delivery,TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Digital Equipment,,104.75,126.7475,,5,0.0,94110.0,United States,San Francisco,California,West,Remote Workspace,8992.0,TN-21040,185.0,Accessories,21.9975
4023,8996,,,CA-2019-159100,10/16/2019 0:00,10/21/2019 0:00,Regular Delivery,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Digital Equipment,,18.528,22.9284,,2,0.2,38401.0,United States,Columbia,Tennessee,South,Business Account,8993.0,VP-21760,779.0,Accessories,4.4004
4024,8997,,,CA-2019-159100,10/16/2019 0:00,10/21/2019 0:00,Regular Delivery,FUR-TA-10001950,Balt Solid Wood Round Tables,Workspace Fixtures,,1875.258,906.3747,,7,0.4,38401.0,United States,Columbia,Tennessee,South,Business Account,8994.0,VP-21760,779.0,Tables,-968.8833
4025,8998,,,CA-2016-109043,8/15/2016 0:00,8/17/2016 0:00,Express Delivery,OFF-PA-10000312,Xerox 1955,Work Essentials,,91.36,121.052,,5,0.2,33021.0,United States,Hollywood,Florida,South,Individual Buyer,8995.0,CS-12355,395.0,Paper,29.692
4026,8999,,,CA-2016-109043,8/15/2016 0:00,8/17/2016 0:00,Express Delivery,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Work Essentials,,152.24,169.367,,5,0.2,33021.0,United States,Hollywood,Florida,South,Individual Buyer,8996.0,CS-12355,395.0,Appliances,17.127
4027,9000,,,US-2019-116491,11/11/2019 0:00,11/13/2019 0:00,Express Delivery,TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,Digital Equipment,,35.184,47.4984,,2,0.2,75081.0,United States,Dallas,Texas,Central,Individual Buyer,8997.0,PG-18820,311.0,Phones,12.3144
4028,9001,,,CA-2019-122763,3/20/2019 0:00,3/20/2019 0:00,Instant Dispatch,OFF-PA-10000474,Easy-staple paper,Work Essentials,,56.704,75.8416,,2,0.2,77041.0,United States,Houston,Texas,Central,Individual Buyer,8998.0,HG-14845,669.0,Paper,19.1376
4029,9002,,,CA-2019-122763,3/20/2019 0:00,3/20/2019 0:00,Instant Dispatch,OFF-PA-10002377,Xerox 1916,Work Essentials,,274.064,376.838,,7,0.2,77041.0,United States,Houston,Texas,Central,Individual Buyer,8999.0,HG-14845,669.0,Paper,102.774
4030,9003,,,CA-2019-137785,5/13/2019 0:00,5/17/2019 0:00,Regular Delivery,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Workspace Fixtures,,458.43,333.999,,5,0.3,19140.0,United States,Philadelphia,Pennsylvania,East,Remote Workspace,9000.0,MH-18115,415.0,Chairs,-124.431
4031,9004,,,CA-2016-133389,6/22/2016 0:00,6/22/2016 0:00,Instant Dispatch,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,Work Essentials,,8.226,2.1936,,3,0.7,85023.0,United States,Phoenix,Arizona,West,Individual Buyer,9001.0,TB-21280,510.0,Binders,-6.0324
4032,9005,,,CA-2016-103807,12/2/2016 0:00,12/9/2016 0:00,Regular Delivery,TEC-AC-10000199,Kingston Digital DataTraveler 8GB USB 2.0,Digital Equipment,,5.95,6.783,,1,0.0,30328.0,United States,Sandy Springs,Georgia,South,Business Account,9002.0,EM-13825,606.0,Accessories,0.833
